Node	baseline exact	exact	ew
1353	0.04540856561	0.02427892267	0.02541594583
1354	0.06287612883	0.06974958246	0.0767246085
1355	0.108535481	0.1093186445	0.1092987774
1356	0.06060164881	0.05110694687	0.06068912
1357	0.03754888257	0.0442597563	0.4511045458
1358	0.06358888094	0.04059831539	0.06022569026
1359	0.0131707708	0.01496549569	0.006891200371
1360	0.01663486249	0.05772611289	0.343445402
1361	0.07317057951	0.07294282833	0.07561119199
1362	0.07557399286	0.07583547462	0.08001248524
1363	0.1027272146	0.1021417779	0.1044508751
1364	0.02834117263	0.05071593244	0.03644627276
1365	0.0820561366	0.07476928954	0.07613349195
1366	0.1084170127	0.1051073579	0.1112820495
1367	0.07753880858	0.08039349308	0.0928128347
1368	0.02316126118	0.03704001935	0.04165306549
1369	0	0.0001326152897	0
1370	0.04699486734	0.06804721089	0.06726071055
1371	0.09940530698	0.09686073664	0.1047616732
1372	0.09670371495	0.1012249632	0.1008730585
1373	0.02832491952	0.03925498029	0.04512987064
1374	0.001541087667	0	0
1375	0.00179753693	0.000174386921	3.9
1376	0.06552183449	0.05662896452	0.07474719716
1377	0.02919592327	0.04196220147	0.05377746533
1378	0.03904341035	0.04127031438	0.7351449508
1379	0.05052075754	0.06242406067	0.6368225659
1380	9.082652134e-06	1.816530427e-05	0
1381	0.09153566267	0.09054681603	0.09170060656
1382	0.04049195204	0.07089617449	0.05244747279
1383	0.03503886544	0.06176958746	0.04492778582
1384	0.09167652605	0.09474971726	0.09068984757
1385	0.03419520535	0.03386593148	0.008631449975
1386	0.1049182613	0.1067991316	0.1053626097
1387	0.08029482892	0.07786089888	0.07870282251
1388	0.006386354886	0	0
1389	0.07040056726	0.07497781028	0.06483942632
1390	0.09709482638	0.1017567429	0.1020152886
1391	0.1120561978	0.1123233027	0.1150896779
1392	0.01421477236	0.004857309171	0.0001687787479
1393	0.074453999	0.06771733122	0.09817563589
1394	0.04560241592	0.02566907191	0.5496486841
1395	0.1127335213	0.112506329	0.1188207863
1396	0.09452198563	0.09293122248	0.09013896446
1397	0.05079944333	0.05958821501	0.05877896095
1398	0.08021008716	0.08012041736	0.07838494074
1399	0.07533559174	0.07628273105	0.0760311106
1400	0.06018788525	0.05154805516	0.06139041904
1401	0.001035860424	0.0006849242774	0.001173184424
1402	0.02173090715	0.03423467745	0.006869629452
1403	0.07271877092	0.07069532581	0.08086247701
1404	0.0922909491	0.09414689148	0.08921992901
1405	0.04466002702	0.04099267363	0.02385789224
1406	0.0002887783907	0.0003408471637	0.7002083825
1407	0.000518773237	0.0005581635033	0.7004928195
1408	0.084936447	0.08613913797	0.08828628892
1409	9.687965683e-05	1.816530427e-05	0.7001674189
1410	0.00060626703	0.0005313351499	1.400359657
1411	0.05404302176	0.04077280373	0.5563854256
1412	0.05830834704	0.04318300752	0.7476415203
1413	0.1113679796	0.1119898972	0.1155011124
1414	0.102287494	0.1037952572	0.1080236255
1415	0.07500653332	0.07770838025	0.07798882748
1416	0.007535494683	0.01009294081	0.005433406647
1417	0.106874713	0.1055337926	0.1129183033
1418	0.09510164237	0.09128069349	0.09614622074
1419	0.08274297579	0.08640126868	0.08404106341
1420	0.07346168936	0.0716291008	0.07638627688
1421	0.1051873063	0.1044465491	0.1154957362
1422	0.01023225746	0.0266646441	0.1402816213
1423	0.01165924244	0.0303669161	0.1460920905
1424	0.07953669531	0.08840881138	0.09198838728
1425	0.08771670634	0.08733399487	0.08838198043
1426	0.0917324625	0.08842706473	0.09129278874
1427	0.003312475333	4.08719346e-05	0
1428	0.08932719784	0.08871483997	0.09294243442
1429	0.08850736369	0.05993162509	0.09055491669
1430	0.0001021798365	5.449591281e-05	0.7
1431	0.0001021798365	5.449591281e-05	0.7
1432	0.08740582435	0.07524642646	0.08464399603
1433	0.0874406877	0.08645147428	0.09505762598
1434	0.06685140154	0.08379176052	0.07445084375
1435	0.09828946994	0.09933667917	0.100590378
1436	0.02554387289	0.03779045094	0.02224840017
1437	0.01470370077	0.004560551974	0.1173507167
1438	0.02501232817	0.01048590243	1.026429665
1439	0.08025366586	0.0915625997	0.08749957615
1440	0.06292451509	0.06282057926	0.06820960069
1441	0.05716960981	0.04337815401	0.4370342345
1442	0.0475560904	0.03658585913	0.03010560786
1443	0.09330600602	0.1054147949	0.1009297507
1444	0.09208227084	0.08206899607	0.09341909379
1445	0.0374876653	0.0411351661	0.03230743873
1446	0.04750896112	0.05331128326	0.0509783
1447	0.05663351904	0.06120900517	0.2579239498
1448	0.05865269453	0.0669230219	0.3621249967
1449	0.07943644712	0.08134869937	0.08074136924
1450	0.1041858858	0.1014525243	0.1001133313
1451	0.09136047842	0.09360666817	0.09641321018
1452	0.04973016406	0.05636681756	0.05105244393
1453	0.07062517372	0.0712311128	0.06578403223
1454	0.05165592956	0.04318861967	0.159524484
1455	0.07289615589	0.07436289684	0.07403770962
1456	0.05124774064	0.03262881252	0.04070402521
1457	0.0582107464	0.04199370782	0.05029113823
1458	0.1092185945	0.1104559952	0.1127953707
1459	0.05922542036	0.0335984761	0.0547689386
1460	0.002797653157	5.449591281e-05	0.4
1461	0.005983806766	5.449591281e-05	0.4
1462	4.458756502e-05	0	0
1463	0.1054466273	0.1033339787	0.1108561453
1464	0.003358887897	0.006507570199	1.400035479
1465	0.06045784275	0.06335042933	0.06710924582
1466	0.08796666144	0.08857468425	0.09624470476
1467	0.1143483136	0.1125915665	0.1145063647
1468	0.07959575618	0.07395868801	0.09352339499
1469	0.0296879609	0.01778230786	0.01677076182
1470	0.03760608971	0.03649841496	0.05298949781
1471	0.08990371206	0.0888603267	0.09314612362
1472	0.04883009035	0.06764168842	0.04657930837
1473	1.36239782e-05	0.01060928298	0
1474	0.1087695631	0.1093890014	0.1155386198
1475	0.1090603677	0.1042704469	0.1105964033
1476	0.03704796569	0.03999630923	0.9370401152
1477	0.06669517595	0.06629636618	0.6596282134
1478	8.038147139e-05	0.00010626703	2
1479	0.07064835121	0.07169518868	0.04461742338
1480	0.08090377021	0.08269463186	0.08095416656
1481	0.05711140764	0.03270731437	0.5303996183
1482	0.05040135624	0.04548785584	0.04308935688
1483	0.08523762237	0.08483994592	0.08759749207
1484	0.06005387078	0.06486257614	0.06807215742
1485	0.04813108824	0.04132484405	0.5522980942
1486	0.03991372476	0.01616888205	0.0231641036
1487	0.09645991486	0.09739605161	0.1050353133
1488	0.05733037632	0.06930056224	0.0730809264
1489	0.1027711364	0.1036871219	0.1017431764
1490	0.09713586475	0.09612915412	0.1006965742
1491	0.07921441686	0.08129880217	0.08065463654
1492	0.04480166119	0.04457824679	0.04538219556
1493	0.08396107408	0.07258977764	0.08647069002
1494	0.06775723977	0.05974271273	0.0602079358
1495	0.09209494658	0.09436295556	0.1061793468
1496	0.06195465367	0.05598793872	0.0531813828
1497	0.08452086507	0.07562909494	0.3659747325
1498	0.1025955482	0.1047119853	0.107783619
1499	0.02246009671	0.03705144328	4.218413063
1500	0.01838496621	0.02780819027	3.413775579
1501	0.0832788342	0.0826476924	0.08617902392
1502	0.07241642972	0.07726152625	0.6932940388
1503	0.000260858831	0.0002763084175	0.0001509179966
1504	0.007841694273	0.000400662462	0.605310471
1505	0.04280401876	0.04598570822	0.04127317745
1506	0.05711841402	0.06039830194	0.1572977169
1507	0.06794224326	0.04673245179	0.08743917394
1508	0.1006168014	0.09768149737	0.1108934235
1509	0.07014077103	0.07851162677	0.06554293336
1510	0.0759944348	0.08866648068	0.087402099
1511	0.02790303343	0.03490309665	0.7362222038
1512	0.02859945778	0.04008665728	0.02569485191
1513	0.08925348758	0.08859241579	0.09310594065
1514	0.1102675254	0.1109913344	0.1126144671
1515	0.1133109425	0.1111161432	0.1128881364
1516	0.02699470334	0.03684195077	0.4427497801
1517	0.03928510422	0.04918999784	0.4440767324
1518	0.08249071675	0.08338309501	0.08608299647
1519	0.08380396064	0.08408521331	0.08422225487
1520	0.09737168815	0.09743830253	0.1023705741
1521	0.07270482999	0.08173946488	0.08373414506
1522	0.07647671555	0.07612992954	0.07495181696
1523	0.07984441463	0.07931263135	0.08045164992
1524	0.04739130936	0.02927303919	0.0443708524
1525	0.04886994086	0.04549766949	1.546601136
1526	0.01617743532	0.03307421361	1.919194098
1527	0.002490178368	0.006426018763	0.01108986002
1528	0.01524833258	0.01076755565	0.01211039917
1529	0.05459120305	0.06768527647	0.06502466873
1530	0	0	0.7
1531	0.0184483426	0.007990626636	2.500141916
1532	0.1056817882	0.1051411503	0.1063320883
1533	0.01941411381	0.0359981182	0.1481937587
1534	0.1010420174	0.09918937778	0.104368504
1535	0.08850174751	0.09009202326	0.09290192879
1536	0.04420109804	0.05115762093	0.05274054653
1537	0.05498889732	0.03574499534	0.0500485338
1538	0.02552424671	0.03332935781	0.8223134419
1539	0.06852433699	0.07503364973	0.5636687634
1540	0.01524522361	0.02877943599	0.01375716219
1541	0.0527320983	0.07303183999	0.04671336945
1542	0.06996264625	0.0846202895	0.06314058634
1543	0.05738365254	0.04664973978	0.06519719583
1544	0.05937416245	0.05265309341	0.06436830402
