Node	exact	ew	pps
3883	0.01257652586	0.337062917	0.01435322938
3884	0.004595683343	0.03198511842	0.003918901712
3885	0.01747659484	0.4220166794	0.01840705852
3886	0.0114675421	0.2147654087	0.01149549106
3887	0.0176025864	0.419231291	0.0173478963
3888	0.006160507152	0.04578736114	0.005810493612
3889	2.55775789e-05	0.0004469313611	2.171414519e-05
3890	0.009481651564	0.1030872317	0.01001198701
3891	0.005492395874	0.3747032892	0.005026956408
3892	0.003240554322	0.4341737042	0.003577513384
3893	0.003842193187	0.1201409161	0.004566968188
3894	0.01388697955	0.2953802275	0.01486238168
3895	0.001528142077	0.4211309183	0.002288385634
3896	0.01330286921	0.2807741293	0.01321077844
3897	0.006844924526	0.2217434333	0.007061510297
3898	1.427273907e-05	2.72479564e-05	1.830203972e-05
3899	2.690449477e-05	4.08719346e-05	2.840166175e-05
3900	0.001912184657	0.3232497346	0.001699029774
3901	0.01220549967	0.1642087094	0.008718072952
3902	0.02506902483	0.3985967578	0.02503548627
3903	0.0293431001	0.4054320663	0.02945226535
3904	0.0164843104	0.330111416	0.02004306404
3905	0.0008450360916	0.4349906258	0.001465520396
3906	0.02072520713	0.3133110207	0.02101909593
3907	0.007610524545	0.2141701455	0.007932142706
3908	0.00191931355	0.3722038929	0.001495817714
3909	0.002944883411	0.4449526203	0.003392936656
3910	0.007924068611	0.4223717131	0.006950667127
3911	4.808462895e-06	5.449591281e-05	1.292149984e-06
3912	4.808462895e-06	5.449591281e-05	1.292149984e-06
3913	0.0004778701561	0.4444559956	0.001043319644
3914	0.008997501848	0.2694165934	0.007397124271
3915	6.87460596e-05	0.000321658005	4.91664955e-05
3916	0.005571421059	0.3363458292	0.005635573102
3917	1.839104735e-05	0.0002422980802	1.740017411e-05
3918	0.0009098540052	0.08396821878	0.0001408189837
3919	0.007391647309	0.3070268059	0.006379716912
3920	0.00553522439	0.3222507168	0.006984266154
3921	0.004516061953	0.247927628	0.003548395999
3922	0.001391519184	0.3112841474	0.001328985202
3923	0.000700303549	0.3476992457	0.003142780058
3924	0.0003373783205	0.003024523161	0.0005392038609
3925	5.164216459e-05	0.0002906530879	5.229077179e-05
3926	0.001705110393	0.01415515615	0.001656047881
3927	0.00523478977	0.42186468	0.005492299851
3928	8.904263547e-06	0.0001567838761	4.968176981e-06
3929	0.008111536549	0.1682470046	0.00816159344
3930	0.0129022566	0.1457662964	0.0112290169
3931	0.002377395719	0.1886881466	0.001528914042
3932	6.01589181e-05	0.0003678474114	2.660999947e-05
3933	0.001554883183	0.02075770755	0.002114903879
3934	0.0002828825826	0.00163754978	0.0001790579393
3935	1.506276057e-05	0.0003480051931	3.26816777e-05
3936	0.001045770508	0.2222311098	0.0001514611278
3937	0.01298001617	0.4027960849	0.01389764425
3938	0.007010726978	0.1347965931	0.006401754324
3939	0.01436267428	0.3158403115	0.01293606758
