node_id	error
0	0.003435471953
1	0.0004868168722
2	0.002287073168
3	0.0009936025723
4	0.0009269127438
5	0.0006637417107
6	0.001705871353
7	0.0001299410184
8	0.002634737187
9	0.000133860986
10	0.0005842469108
11	0.0005925567315
12	0.0009323513323
13	0.0004402094252
14	0.0003039172525
15	0.0003706300343
16	0.0005325193355
17	0.0006657508809
18	0.0002231377561
19	0.0006835404974
20	0.000326689586
21	0.0002789081361
22	0.002017655696
23	0.0005392809459
24	0.002145929984
25	0.002140758234
26	0.0007258217036
27	0.005300889778
28	0
29	0.0006954281202
30	0.0005739710662
31	0.0004636494096
32	0.008024177412
33	0.0008811308978
34	0.0003444984099
35	0.002387465338
36	0.001362674123
37	0.0004631415942
38	0.00124138706
39	0.0001541405367
40	0.000105195277
41	0.0002072388738
42	0.0007091533601
43	0.003777756697
44	0.0004333210268
45	0.0008354370605
46	0.0008877533913
47	0.0008259992456
48	0.003620163515
49	0.0002480605437
50	0.005547359428
51	0.009103988041
52	0.008107384606
53	0.00722673227
54	0.000760791319
55	0.004729528959
56	0.0002861903826
57	0.0002733130294
58	0.0004073326359
59	0.0007166250758
60	0.000270529647
61	0.0001141718923
62	0.0002656169751
63	0.0003161914591
64	0.001433934839
65	0.001313155638
66	6.83335366e-05
67	5.071180053e-05
68	5.966001634e-05
69	0.001022627058
70	0.002377109747
71	3.504123528e-05
72	0.0008627964653
73	0.001033978398
74	0.000735837925
75	0.00288790408
76	0.0008635993443
77	8.052026791e-05
78	0.0004203204984
79	0.001055685913
80	0.00137550711
81	0.001504189129
82	0.001703213545
83	0.0008445203891
84	0.0008890067475
85	0.008140062382
86	5.54027242e-05
87	0.000627816913
88	0.0007791418145
89	0.001036798226
90	0.0007534021066
91	0.001385073144
92	0.001175465653
93	0.002481016617
94	0.001263946935
95	0.0006137287565
96	0.0001659195587
97	0.0004901075976
98	0.0002930958888
99	0.001004263284
100	0.001019945515
101	0.0001844312808
102	0.000846858575
103	0.0006353518522
104	0.002542421515
105	0.0003161680624
106	0.001155530424
107	0.0004423797969
108	0.0006712562354
109	0.0002251424978
110	0.002825507624
111	0.00471210673
112	0.002125837023
113	0.0003740259389
114	0.0003163913726
115	0.0008465757401
116	0.001337561937
117	0.00477179198
118	0.0001703833666
119	0.0003810537647
120	0.0003533357486
121	0.001842535367
122	0.0007103613833
123	0.001119968738
124	0.0007978404098
125	0.002855682722
126	0.0008385179568
127	4.423067252e-06
128	0.001137226027
129	0.00461102301
130	0.0017140305
131	0.0016149283
132	0.003099629836
133	0.002373636432
134	0.001503030938
135	0.0003637515293
136	0.004170235564
137	0.002090874312
138	0.002795050754
139	0.003489781619
140	0.0001452908025
141	0.01527640207
142	0.0008012360989
143	0.0002710785416
144	0.005301514583
145	0.00383395483
146	0.0048174177
147	0.001008042096
148	0.000327028715
149	0.0006675101227
150	0.0010864977
151	1.404466593e-05
152	0.0002292373556
153	0.0007259921787
154	0.0003812505261
155	0.0004594257522
156	0.0003304759292
157	0.0001383009597
158	0.0009910917196
159	0.001193975854
160	0.0007616271768
161	0.002852153696
162	0.009391720261
163	0.001339739372
164	0.0009345291601
165	0.0002935593132
166	0.001607192638
167	0.001185965671
168	0.0004092649206
169	0.001366587718
170	0.0009012827153
171	0.006026908346
172	0.0007375722224
173	0.001580342942
174	0.0007047880812
175	0.0006167236408
176	0.0003717616641
177	0.001243855721
178	0.002139344464
179	0.001022510956
180	0.001633126376
181	0.0001094422694
182	0.0006097487782
183	0.0008510602547
184	0.0006848598941
185	5.385057956e-05
186	1.148902931e-05
187	5.70208901e-05
188	0.0001877384196
189	0.001791395825
190	0.0001491053769
191	0.0003836592189
192	0.001439299262
193	0.006434252344
194	0.002367627582
195	0.0005487353337
196	0.002538345661
197	0.001541426805
198	0.0002858544812
199	0.001454553737
200	0.0003546553689
201	0.0001948778688
202	0.001783369132
203	0.0018517497
204	0.0009977440779
205	0.001806564502
206	0.002576438613
207	0.0007243751763
208	0.001673997026
209	0.0007005458488
210	0.003871846228
211	0.006091083435
212	0.001498003147
213	0.002457383727
214	0.0005113195262
215	0.001038787798
216	0.0001873299477
217	0.00387835246
218	0.001418036011
219	0.0005634880036
220	0.0006269561263
221	0.001431870346
222	0.0004333439202
223	0.0006824108246
224	8.994406421e-05
225	0.008521850434
226	0.001976585892
227	0.001246681172
228	0.0008977443942
229	0.0009398515186
230	0.0002903374118
231	0.0005399702068
232	0.002821656789
233	0.0003532391531
234	0.0005684706047
235	0.0005058544476
236	0.0007753413588
237	0.0005377325957
238	3.113533152e-05
239	0.0002888283379
240	0.001443445354
241	0.003615262381
242	8.174386921e-06
243	8.174386921e-06
244	0.003304243538
245	0.005942907885
246	0.002875878781
247	0.0008318616534
248	0.0007098036163
249	0.001258862486
250	0.000442851588
251	7.711171662e-05
252	4.096276113e-05
253	0.001267621119
254	0.00143191055
255	0.00418831097
256	0.000915358261
257	0.008266756517
258	0.006431501145
259	0.0005220647947
260	0.0008167699264
261	0.0006862305277
262	0.001250928892
263	0.0004692030073
264	0.0005362911043
265	0.00487662151
266	0.000200008869
267	0.001865504093
268	0.0007237777674
269	0.001194950871
270	0.002017616351
271	0.002120675973
272	0.0005716436011
273	0.001360977999
274	0.0004392314486
275	0.001273374156
276	0.0009016344131
277	9.661144587e-05
278	0.00111272356
279	0.004901734751
280	0.002366327749
281	0.0002767777175
282	0.00267375722
283	0.0005877688023
284	0.000371840791
285	0.0003964029759
286	6.081369893e-06
287	5.612990779e-05
288	0.0004899839414
289	0.0009912853217
290	0.001042061445
291	0.001236659547
292	0.000685686201
293	0.001204319347
294	0.0004483842047
295	0.0009448042082
296	0.00487828101
297	0.001757095135
298	0.0003224349862
299	0.001024148713
300	0.0006177650591
301	0.001423834792
302	0.001243849139
303	0.005022879879
304	0.002765840382
305	0.0007992474543
306	0.0006548741028
307	0.0006451716061
308	0.0007623076193
309	0.0006337362491
310	0.0001614514925
311	0.0004074665168
312	0.001538727541
313	0.001235008326
314	0.005247663119
315	0.0009889810005
316	2.948567852e-05
317	0.001107848028
318	0.001052378572
319	6.282890485e-06
320	0.001330659284
321	0.003579938827
322	0.0001893194166
323	0.0002051190223
324	3.198348697e-05
325	0.000174126546
326	0.0003589688254
327	0.0004413144514
328	0.004331809683
329	0.007244261316
330	0.002705171461
331	0.00277590004
332	0.0009695486867
333	0.005203765698
334	0.0008438012807
335	0.0001145380058
336	0.0001515639635
337	0.004927610495
338	0.004219236821
339	0.004258295446
340	0.002307724931
341	0.003124685749
342	0.001364179541
343	0.0003419454452
344	0.003275235067
345	0.001865181071
346	0.0004243384304
347	0.001362901675
348	0.002210928982
349	0.002079176451
350	0.0001896180719
351	0.0002549515268
352	0.0002175184874
353	0.009688575355
354	0.005179993195
355	0.0007042154927
356	0.0004205396536
357	0.001244635388
358	0.0008083427837
359	0.0008094510361
360	0.002236973824
361	0.002458999793
362	0.001345160003
363	0.00085431959
364	0.0006603748089
365	0.008492459187
366	0.004131869121
367	0.005114153085
368	0.0006690945565
369	0.0003697467833
370	0.0004641315605
371	0.0002048142627
372	0
373	2.412963375e-05
374	0.0005028947892
375	0.0005437882343
376	0.0002500533973
377	0.002838816149
378	0.000970339935
379	0.0004567476145
380	0.002380297128
381	0.001981660753
382	0.0008563555734
383	0.0003664243865
384	0.01008189508
385	0.0121434131
386	0.007066274324
387	0.0004668399418
388	0.001313070352
389	0.0008760586252
390	0.0004858462939
391	0.0005472026998
392	4.515915836e-05
393	7.3043216e-06
394	0.001672286151
395	0.0009673393518
396	0.0009073508367
397	0.004041844594
398	0.006285199187
399	0.004805673887
400	0.0009525406221
401	0.003065592436
402	9.084879467e-05
403	0.0004583972249
404	0.0002628691506
405	0.0002258252073
406	6.981786036e-06
407	0.0006129046137
408	0.003057007182
409	0.007242524999
410	0.002207753384
411	0.00275333954
412	0.001267223652
413	0.001418220203
414	0.0002178402178
415	0.004601951274
416	0.0003867908106
417	0.001214819689
418	1.048867614e-05
419	6.062670681e-06
420	0.000968893828
421	0.0003139674109
422	0.0006234322823
423	0.001636006745
424	0.001388391789
425	0.0008050780478
426	0.001243779027
427	0.003282162132
428	0.0001243820754
429	0.001080631268
430	8.174386921e-05
431	8.174386921e-05
